#	#	time	X(m)	Y(m)	Z(m)
0	0	0	5		
3600	0	0	5		
7200	0	0	5		
10800	0	0	5		
14400	0	0	5		
18000	0	0	5		
21600	0	0	5		
25200	0	0	5		
28800	0	0	5		
32400	0	0	5		
36000	0	0	5		
39600	0	0	5		
43200	0	0	5		
46800	0	0	5		
50400	0	0	5		
54000	0	0	5		
57600	0	0	5		
61200	0	0	5		
64800	0	0	5		
68400	0	0	5		
72000	0	0	5		
75600	0	0	5		
79200	0	0	5		
82800	0	0	5		
86400	0	0	5		
90000	0	0	5		
93600	0	0	5		
97200	0	0	5		
100800	0	0	5		
104400	0	0	5		
108000	0	0	5		
111600	0	0	5		
115200	0	0	5		
118800	0	0	5		
122400	0	0	5		
126000	0	0	5		
129600	0	0	5		
133200	0	0	5		
136800	0	0	5		
140400	0	0	5		
144000	0	0	5		
147600	0	0	5		
151200	0	0	5		
154800	0	0	5		
158400	0	0	5		
162000	0	0	5		
165600	0	0	5		
169200	0	0	5		
172800	0	0	5		
176400	0	0	5		
180000	0	0	5		
183600	0	0	5		
187200	0	0	5		
190800	0	0	5		
194400	0	0	5		
198000	0	0	5		
201600	0	0	5		
205200	0	0	5		
208800	0	0	5		
212400	0	0	5		
216000	0	0	5		
219600	0	0	5		
223200	0	0	5		
226800	0	0	5		
230400	0	0	5		
234000	0	0	5		
237600	0	0	5		
241200	0	0	5		
244800	0	0	5		
248400	0	0	5		
252000	0	0	5		
255600	0	0	5		
259200	0	0	5		
262800	0	0	5		
266400	0	0	5		
270000	0	0	5		
273600	0	0	5		
277200	0	0	5		
280800	0	0	5		
284400	0	0	5		
288000	0	0	5		
291600	0	0	5		
295200	0	0	5		
298800	0	0	5		
302400	0	0	5		
306000	0	0	5		
309600	0	0	5		
313200	0	0	5		
316800	0	0	5		
320400	0	0	5		
324000	0	0	5		
327600	0	0	5		
331200	0	0	5		
334800	0	0	5		
338400	0	0	5		
342000	0	0	5		
345600	0	0	5		
349200	0	0	5		
352800	0	0	5		
356400	0	0	5		
360000	0	0	5		
363600	0	0	5		
367200	0	0	5		
370800	0	0	5		
374400	0	0	5		
378000	0	0	5		
381600	0	0	5		
385200	0	0	5		
388800	0	0	5		
392400	0	0	5		
396000	0	0	5		
399600	0	0	5		
403200	0	0	5		
406800	0	0	5		
410400	0	0	5		
414000	0	0	5		
417600	0	0	5		
421200	0	0	5		
424800	0	0	5		
428400	0	0	5		
432000	0	0	5		
435600	0	0	5		
439200	0	0	5		
442800	0	0	5		
446400	0	0	5		
450000	0	0	5		
453600	0	0	5		
457200	0	0	5		
460800	0	0	5		
464400	0	0	5		
468000	0	0	5		
471600	0	0	5		
475200	0	0	5		
478800	0	0	5		
482400	0	0	5		
486000	0	0	5		
489600	0	0	5		
493200	0	0	5		
496800	0	0	5		
500400	0	0	5		
504000	0	0	5		
507600	0	0	5		
511200	0	0	5		
514800	0	0	5		
518400	0	0	5		
522000	0	0	5		
525600	0	0	5		
529200	0	0	5		
532800	0	0	5		
536400	0	0	5		
540000	0	0	5		
543600	0	0	5		
547200	0	0	5		
550800	0	0	5		
554400	0	0	5		
558000	0	0	5		
561600	0	0	5		
565200	0	0	5		
568800	0	0	5		
572400	0	0	5		
576000	0	0	5		
579600	0	0	5		
583200	0	0	5		
586800	0	0	5		
590400	0	0	5		
594000	0	0	5		
597600	0	0	5		
601200	0	0	5		
604800	0	0	5		
608400	0	0	5		
612000	0	0	5		
615600	0	0	5		
619200	0	0	5		
622800	0	0	5		
626400	0	0	5		
630000	0	0	5		
633600	0	0	5		
637200	0	0	5		
640800	0	0	5		
644400	0	0	5		
648000	0	0	5		
651600	0	0	5		
655200	0	0	5		
658800	0	0	5		
662400	0	0	5		
666000	0	0	5		
669600	0	0	5		
673200	0	0	5		
676800	0	0	5		
680400	0	0	5		
684000	0	0	5		
687600	0	0	5		
691200	0	0	5		
694800	0	0	5		
698400	0	0	5		
702000	0	0	5		
705600	0	0	5		
709200	0	0	5		
712800	0	0	5		
716400	0	0	5		
720000	0	0	5		
723600	0	0	5		
727200	0	0	5		
730800	0	0	5		
734400	0	0	5		
738000	0	0	5		
741600	0	0	5		
745200	0	0	5		
748800	0	0	5		
752400	0	0	5		
756000	0	0	5		
759600	0	0	5		
763200	0	0	5		
766800	0	0	5		
770400	0	0	5		
774000	0	0	5		
777600	0	0	5		
781200	0	0	5		
784800	0	0	5		
788400	0	0	5		
792000	0	0	5		
795600	0	0	5		
799200	0	0	5		
802800	0	0	5		
806400	0	0	5		
810000	0	0	5		
813600	0	0	5		
817200	0	0	5		
820800	0	0	5		
824400	0	0	5		
828000	0	0	5		
831600	0	0	5		
835200	0	0	5		
838800	0	0	5		
842400	0	0	5		
846000	0	0	5		
849600	0	0	5		
853200	0	0	5		
856800	0	0	5		
860400	0	0	5		
864000	0	0	5		
867600	0	0	5		
871200	0	0	5		
874800	0	0	5		
878400	0	0	5		
882000	0	0	5		
885600	0	0	5		
889200	0	0	5		
892800	0	0	5		
896400	0	0	5		
900000	0	0	5		
903600	0	0	5		
907200	0	0	5		
910800	0	0	5		
914400	0	0	5		
918000	0	0	5		
921600	0	0	5		
925200	0	0	5		
928800	0	0	5		
932400	0	0	5		
936000	0	0	5		
939600	0	0	5		
943200	0	0	5		
946800	0	0	5		
950400	0	0	5		
954000	0	0	5		
957600	0	0	5		
961200	0	0	5		
964800	0	0	5		
968400	0	0	5		
972000	0	0	5		
975600	0	0	5		
979200	0	0	5		
982800	0	0	5		
986400	0	0	5		
990000	0	0	5		
993600	0	0	5		
997200	0	0	5		
1000800	0	0	5		
1004400	0	0	5		
1008000	0	0	5		
1011600	0	0	5		
1015200	0	0	5		
1018800	0	0	5		
1022400	0	0	5		
1026000	0	0	5		
1029600	0	0	5		
1033200	0	0	5		
1036800	0	0	5		
1040400	0	0	5		
1044000	0	0	5		
1047600	0	0	5		
1051200	0	0	5		
1054800	0	0	5		
1058400	0	0	5		
1062000	0	0	5		
1065600	0	0	5		
1069200	0	0	5		
1072800	0	0	5		
1076400	0	0	5		
1080000	0	0	5		
1083600	0	0	5		
1087200	0	0	5		
1090800	0	0	5		
1094400	0	0	5		
1098000	0	0	5		
1101600	0	0	5		
1105200	0	0	5		
1108800	0	0	5		
1112400	0	0	5		
1116000	0	0	5		
1119600	0	0	5		
1123200	0	0	5		
1126800	0	0	5		
1130400	0	0	5		
1134000	0	0	5		
1137600	0	0	5		
1141200	0	0	5		
1144800	0	0	5		
1148400	0	0	5		
1152000	0	0	5		
1155600	0	0	5		
1159200	0	0	5		
1162800	0	0	5		
1166400	0	0	5		
1170000	0	0	5		
1173600	0	0	5		
1177200	0	0	5		
1180800	0	0	5		
1184400	0	0	5		
1188000	0	0	5		
1191600	0	0	5		
1195200	0	0	5		
1198800	0	0	5		
1202400	0	0	5		
1206000	0	0	5		
1209600	0	0	5		
1213200	0	0	5		
1216800	0	0	5		
1220400	0	0	5		
1224000	0	0	5		
1227600	0	0	5		
1231200	0	0	5		
1234800	0	0	5		
1238400	0	0	5		
1242000	0	0	5		
1245600	0	0	5		
1249200	0	0	5		
1252800	0	0	5		
1256400	0	0	5		
1260000	0	0	5		
1263600	0	0	5		
1267200	0	0	5		
1270800	0	0	5		
1274400	0	0	5		
1278000	0	0	5		
1281600	0	0	5		
1285200	0	0	5		
1288800	0	0	5		
1292400	0	0	5		
1296000	0	0	5		
1299600	0	0	5		
1303200	0	0	5		
1306800	0	0	5		
1310400	0	0	5		
1314000	0	0	5		
1317600	0	0	5		
1321200	0	0	5		
1324800	0	0	5		
1328400	0	0	5		
1332000	0	0	5		
1335600	0	0	5		
1339200	0	0	5		
1342800	0	0	5		
1346400	0	0	5		
1350000	0	0	5		
1353600	0	0	5		
1357200	0	0	5		
1360800	0	0	5		
1364400	0	0	5		
1368000	0	0	5		
1371600	0	0	5		
1375200	0	0	5		
1378800	0	0	5		
1382400	0	0	5		
1386000	0	0	5		
1389600	0	0	5		
1393200	0	0	5		
1396800	0	0	5		
1400400	0	0	5		
1404000	0	0	5		
1407600	0	0	5		
1411200	0	0	5		
1414800	0	0	5		
1418400	0	0	5		
1422000	0	0	5		
1425600	0	0	5		
1429200	0	0	5		
1432800	0	0	5		
1436400	0	0	5		
1440000	0	0	5		
1443600	0	0	5		
1447200	0	0	5		
1450800	0	0	5		
1454400	0	0	5		
1458000	0	0	5		
1461600	0	0	5		
1465200	0	0	5		
1468800	0	0	5		
1472400	0	0	5		
1476000	0	0	5		
1479600	0	0	5		
1483200	0	0	5		
1486800	0	0	5		
1490400	0	0	5		
1494000	0	0	5		
1497600	0	0	5		
1501200	0	0	5		
1504800	0	0	5		
1508400	0	0	5		
1512000	0	0	5		
1515600	0	0	5		
1519200	0	0	5		
1522800	0	0	5		
1526400	0	0	5		
1530000	0	0	5		
1533600	0	0	5		
1537200	0	0	5		
1540800	0	0	5		
1544400	0	0	5		
1548000	0	0	5		
1551600	0	0	5		
1555200	0	0	5		
1558800	0	0	5		
