# # Time(s) Temp(-65cm)
0.000000 4.817607
300.000000 4.802524
600.000000 4.807426
900.000000 4.806248
1200.000000 4.814504
1500.000000 4.808453
1800.000000 4.823592
2100.000000 4.814008
2400.000000 4.790882
2700.000000 4.782943
3000.000000 4.824568
3300.000000 4.800127
3600.000000 4.828143
3900.000000 4.818492
4200.000000 4.852981
4500.000000 4.837891
4800.000000 4.819158
5100.000000 4.839006
5400.000000 4.818033
5700.000000 4.836107
6000.000000 4.846353
6300.000000 4.817030
6600.000000 4.814457
6900.000000 4.836567
7200.000000 4.850800
7500.000000 4.840301
7800.000000 4.852124
8100.000000 4.887919
8400.000000 4.853843
8700.000000 4.829421
9000.000000 4.860587
9300.000000 4.837607
9600.000000 4.852303
9900.000000 4.848740
10200.000000 4.824707
10500.000000 4.856614
10800.000000 4.864684
11100.000000 4.839873
11400.000000 4.848168
11700.000000 4.910139
12000.000000 4.856252
12300.000000 4.876922
12600.000000 4.881186
12900.000000 4.822011
13200.000000 4.848740
13500.000000 4.904042
13800.000000 4.859637
14100.000000 4.886749
14400.000000 4.892681
14700.000000 4.840623
15000.000000 4.875601
15300.000000 4.854484
15600.000000 4.892446
15900.000000 4.904625
16200.000000 4.881089
16500.000000 4.882169
16800.000000 4.883145
17100.000000 4.866830
17400.000000 4.883378
17700.000000 4.902004
18000.000000 4.898234
18300.000000 4.919460
18600.000000 4.861563
18900.000000 4.888404
19200.000000 4.909239
19500.000000 4.898033
19800.000000 4.900626
20100.000000 4.884449
20400.000000 4.879288
20700.000000 4.900916
21000.000000 4.884175
21300.000000 4.897402
21600.000000 4.919489
21900.000000 4.900915
22200.000000 4.910826
22500.000000 4.892746
22800.000000 4.893465
23100.000000 4.918437
23400.000000 4.890691
23700.000000 4.885569
24000.000000 4.904147
24300.000000 4.909615
24600.000000 4.879680
24900.000000 4.924650
25200.000000 4.929492
25500.000000 4.882471
25800.000000 4.903530
26100.000000 4.883089
26400.000000 4.946601
26700.000000 4.895006
27000.000000 4.875077
27300.000000 4.919012
27600.000000 4.883992
27900.000000 4.874890
28200.000000 4.887469
28500.000000 4.917676
28800.000000 4.876285
29100.000000 4.898074
29400.000000 4.884197
29700.000000 4.912993
30000.000000 4.898401
30300.000000 4.884399
30600.000000 4.916481
30900.000000 4.887692
31200.000000 4.887083
31500.000000 4.905099
31800.000000 4.922923
32100.000000 4.917690
32400.000000 4.878005
32700.000000 4.916458
33000.000000 4.883624
33300.000000 4.881589
33600.000000 4.873623
33900.000000 4.923774
34200.000000 4.875413
34500.000000 4.896528
34800.000000 4.934855
35100.000000 4.907377
35400.000000 4.894061
35700.000000 4.898480
36000.000000 4.873953
36300.000000 4.881621
36600.000000 4.883227
36900.000000 4.867723
37200.000000 4.892268
37500.000000 4.875790
37800.000000 4.872207
38100.000000 4.914433
38400.000000 4.880380
38700.000000 4.878107
39000.000000 4.887806
39300.000000 4.876292
39600.000000 4.882286
39900.000000 4.896944
40200.000000 4.885027
40500.000000 4.891692
40800.000000 4.872513
41100.000000 4.865172
41400.000000 4.880561
41700.000000 4.879254
42000.000000 4.902074
42300.000000 4.878243
42600.000000 4.880918
42900.000000 4.889101
43200.000000 4.855158
43500.000000 4.863642
43800.000000 4.881743
44100.000000 4.848415
44400.000000 4.872215
44700.000000 4.854997
45000.000000 4.881733
45300.000000 4.858842
45600.000000 4.842552
45900.000000 4.889200
46200.000000 4.856684
46500.000000 4.860687
46800.000000 4.881450
47100.000000 4.856794
47400.000000 4.877158
47700.000000 4.873070
48000.000000 4.873216
48300.000000 4.875850
48600.000000 4.878458
48900.000000 4.893428
49200.000000 4.897988
49500.000000 4.879073
49800.000000 4.867672
50100.000000 4.842732
50400.000000 4.865930
50700.000000 4.833598
51000.000000 4.850482
51300.000000 4.894196
51600.000000 4.872026
51900.000000 4.876477
52200.000000 4.848751
52500.000000 4.892091
52800.000000 4.845049
53100.000000 4.856472
53400.000000 4.837608
53700.000000 4.848111
54000.000000 4.884647
54300.000000 4.853403
54600.000000 4.867273
54900.000000 4.898003
55200.000000 4.862445
55500.000000 4.900477
55800.000000 4.858586
56100.000000 4.888626
56400.000000 4.901850
56700.000000 4.870343
57000.000000 4.868716
57300.000000 4.888558
57600.000000 4.894977
57900.000000 4.877314
58200.000000 4.857597
58500.000000 4.870067
58800.000000 4.894563
59100.000000 4.902954
59400.000000 4.891333
59700.000000 4.893467
60000.000000 4.886853
60300.000000 4.894077
60600.000000 4.893522
60900.000000 4.897655
61200.000000 4.889495
61500.000000 4.921019
61800.000000 4.910458
62100.000000 4.934145
62400.000000 4.933017
62700.000000 4.914694
63000.000000 4.935217
63300.000000 4.904534
63600.000000 4.931924
63900.000000 4.949024
64200.000000 4.927218
64500.000000 4.960787
64800.000000 4.969280
65100.000000 4.961314
65400.000000 4.971596
65700.000000 4.968504
66000.000000 4.969809
66300.000000 4.963848
66600.000000 4.968453
66900.000000 4.953769
67200.000000 4.991553
67500.000000 4.984710
67800.000000 4.980592
68100.000000 5.017499
68400.000000 5.008813
68700.000000 5.021762
69000.000000 5.046004
69300.000000 5.037392
69600.000000 5.042229
69900.000000 5.031489
70200.000000 5.038504
70500.000000 5.056321
70800.000000 5.047858
71100.000000 5.046128
71400.000000 5.014013
71700.000000 5.094360
72000.000000 5.102377
72300.000000 5.094659
72600.000000 5.064736
72900.000000 5.097090
73200.000000 5.097172
73500.000000 5.080016
73800.000000 5.105475
74100.000000 5.108875
74400.000000 5.097259
74700.000000 5.126028
75000.000000 5.094906
75300.000000 5.138073
75600.000000 5.155671
