#	#	time	X(m)	Y(m)	Z(m)
0	0	0	5.024		
3600	0	0	5.032		
7200	0	0	5.029		
10800	0	0	5.025		
14400	0	0	5.027		
18000	0	0	5.022		
21600	0	0	5.024		
25200	0	0	5.014		
28800	0	0	5.013		
32400	0	0	5.01		
36000	0	0	5.012		
39600	0	0	5.015		
43200	0	0	5.015		
46800	0	0	5.021		
50400	0	0	5.025		
54000	0	0	5.027		
57600	0	0	5.036		
61200	0	0	5.032		
64800	0	0	5.034		
68400	0	0	5.039		
72000	0	0	5.039		
75600	0	0	5.035		
79200	0	0	5.027		
82800	0	0	5.026		
86400	0	0	5.023		
90000	0	0	5.016		
93600	0	0	5.019		
97200	0	0	5.017		
100800	0	0	5.019		
104400	0	0	5.014		
108000	0	0	5.012		
111600	0	0	5.014		
115200	0	0	5.012		
118800	0	0	5.014		
122400	0	0	5.011		
126000	0	0	5.016		
129600	0	0	5.021		
133200	0	0	5.034		
136800	0	0	5.032		
140400	0	0	5.037		
144000	0	0	5.042		
147600	0	0	5.04		
151200	0	0	5.042		
154800	0	0	5.047		
158400	0	0	5.048		
162000	0	0	5.049		
165600	0	0	5.047		
169200	0	0	5.053		
172800	0	0	5.043		
176400	0	0	5.044		
180000	0	0	5.042		
183600	0	0	5.037		
187200	0	0	5.037		
190800	0	0	5.033		
194400	0	0	5.037		
198000	0	0	5.03		
201600	0	0	5.032		
205200	0	0	5.028		
208800	0	0	5.031		
212400	0	0	5.031		
216000	0	0	5.03		
219600	0	0	5.024		
223200	0	0	5.028		
226800	0	0	5.024		
230400	0	0	5.022		
234000	0	0	5.02		
237600	0	0	5.023		
241200	0	0	5.019		
244800	0	0	5.021		
248400	0	0	5.012		
252000	0	0	5.02		
255600	0	0	5.014		
259200	0	0	5.01		
262800	0	0	5.017		
266400	0	0	5.018		
270000	0	0	5.018		
273600	0	0	5.016		
277200	0	0	5.013		
280800	0	0	5.015		
284400	0	0	5.02		
288000	0	0	5.01		
291600	0	0	5.016		
295200	0	0	5.009		
298800	0	0	5.012		
302400	0	0	5.01		
306000	0	0	5.008		
309600	0	0	5.009		
313200	0	0	5.013		
316800	0	0	5.012		
320400	0	0	5.01		
324000	0	0	5.009		
327600	0	0	5.009		
331200	0	0	5.006		
334800	0	0	5		
338400	0	0	5		
342000	0	0	4.996		
345600	0	0	4.996		
349200	0	0	4.997		
352800	0	0	4.993		
356400	0	0	4.994		
360000	0	0	4.993		
363600	0	0	4.993		
367200	0	0	4.989		
370800	0	0	4.998		
374400	0	0	4.997		
378000	0	0	5.004		
381600	0	0	5.012		
385200	0	0	5.01		
388800	0	0	5.021		
392400	0	0	5.022		
396000	0	0	5.014		
399600	0	0	5.016		
403200	0	0	5.009		
406800	0	0	5.001		
410400	0	0	4.998		
414000	0	0	4.992		
417600	0	0	4.986		
421200	0	0	4.984		
424800	0	0	4.983		
428400	0	0	4.989		
432000	0	0	4.988		
435600	0	0	4.999		
439200	0	0	5.005		
442800	0	0	5.012		
446400	0	0	5.015		
450000	0	0	5.016		
453600	0	0	5.018		
457200	0	0	5.023		
460800	0	0	5.021		
464400	0	0	5.024		
468000	0	0	5.032		
471600	0	0	5.031		
475200	0	0	5.033		
478800	0	0	5.034		
482400	0	0	5.036		
486000	0	0	5.027		
489600	0	0	5.029		
493200	0	0	5.026		
496800	0	0	5.021		
500400	0	0	5.016		
504000	0	0	5.011		
507600	0	0	5.001		
511200	0	0	5		
514800	0	0	4.987		
518400	0	0	4.982		
522000	0	0	4.981		
525600	0	0	4.98		
529200	0	0	4.979		
532800	0	0	4.98		
536400	0	0	4.983		
540000	0	0	4.984		
543600	0	0	4.99		
547200	0	0	4.99		
550800	0	0	4.987		
554400	0	0	4.986		
558000	0	0	4.988		
561600	0	0	4.987		
565200	0	0	4.99		
568800	0	0	4.997		
572400	0	0	5.001		
576000	0	0	5.014		
579600	0	0	5.016		
583200	0	0	5.021		
586800	0	0	5.019		
590400	0	0	5.023		
594000	0	0	5.028		
597600	0	0	5.027		
601200	0	0	5.033		
604800	0	0	5.027		
608400	0	0	5.028		
612000	0	0	5.028		
